OBJECTID,Name,Area_Code,Work_ID,zone_code,Gov,Address,Shape_Leng,حالة الحصر,المباني المنجزة,إجمالي المباني,عدد الوحدات,نسبة الإنجاز %,عدد الفرق,عدد المهندسين,آخر تحديث بواسطة,Shape_Length,Shape_Area
119,غزة-المنطقة التي تجمع بين مربع الجسر -عيادة وكالة الشيخ رضوان - مربع القسطل-مربع مسجد حطين,GGA0009,INDAS_G013,FGGA0009_E012,غزة, ,1482.31107452,قيد الحصر,,,565,,,,سامر وهبة,1482.3110745218057,137320.62852812101
120,غزة-المنطقة التي تجمع بين مربع الجسر -عيادة وكالة الشيخ رضوان - مربع القسطل-مربع مسجد حطين,GGA0009,INDAS_G013,FGGA0009_E013,غزة, ,1625.61730255,قيد الحصر,,,729,,1.0,2.0,سامر وهبة,1625.6173025501244,163424.53120623666
121,غزة-المنطقة التي تجمع بين مربع الجسر -عيادة وكالة الشيخ رضوان - مربع القسطل-مربع مسجد حطين,GGA0009,INDAS_G013,FGGA0009_E014,غزة, ,1240.47517887,قيد الحصر,28.0,177.0,828,16.0,1.0,2.0,سامر وهبة,1240.4751788694296,91459.18143342395
122,غزة-مربع أبو علبة ومسجد اليرموك,GGA0005,INDAS_G052,FGGA0005_E006,غزة, ,1364.71919417,قيد الحصر,51.0,226.0,661,23.0,1.0,3.0,سامر وهبة,1364.7191941679218,107551.44762400884
123,غزة-مربع عزبة عبد العال,GGA0005,INDAS_G014,FGGA0005_E007,غزة, ,1495.57103637,مناطق حصر جديدة,62.0,183.0,525,,,,,1495.5710363698445,119107.77304089835
124,غزة-مربع نادي الهلال الرياضي,GGA0005,INDAS_G015,FGGA0005_E008,غزة, ,1812.79867323,مناطق حصر جديدة,,283.0,769,,,,,1812.7986732325696,148936.08046051118
125,غزة-مربع الزهارنة ومربع المشاهرة,GGA0005,INDAS_G020,FGGA0005_E009,غزة, ,2227.09138585,مناطق حصر جديدة,,356.0,620,,,,,2227.0913858506633,277739.035433384
126,غزة-مربع مدرسة موسى بن نصير,GGA0005,INDAS_G050,FGGA0005_E010,غزة, ,1653.23942554,مناطق حصر جديدة,,209.0,450,,,,,1653.2394255365084,138925.80243845744
127,غزة-مربع مدرسة موسى بن نصير,GGA0005,INDAS_G050,FGGA0005_E011,غزة, ,1081.87349205,مناطق حصر جديدة,,62.0,177,,,,,1081.8734920514892,51010.68839301925
128,غزة-مربع مدرسة موسى بن نصير,GGA0005,INDAS_G050,FGGA0005_E012,غزة, ,979.5466293,مناطق حصر جديدة,,96.0,354,,,,,979.5466292997296,54735.75913850548
129,غزة-مربع فهمي الجرجاوي والفواخير,GGA0006,INDAS_G029,FGGA0006_E011,غزة, ,921.882323875,مناطق حصر جديدة,,132.0,302,,,,,921.8823238746949,43729.05296724707
130,غزة-مربع فهمي الجرجاوي والفواخير,GGA0006,INDAS_G029,FGGA0006_E012,غزة, ,1750.40737956,مناطق حصر جديدة,,275.0,822,,,,,1750.4073795639813,157918.9488402803
131,غزة-مربع فهمي الجرجاوي والفواخير,GGA0006,INDAS_G029,FGGA0006_E013,غزة, ,1692.11173517,مناطق حصر جديدة,,168.0,621,,,,,1692.1117351749551,156505.26741831095
132,غزة-مربع مكتبة البلدية العامة ومربع أبو خضرة,GGA0006,INDAS_G027,FGGA0006_E014,غزة, ,2950.47936697,مناطق حصر جديدة,,292.0,1578,,,,,2950.4793669676187,341044.37909195246
133,غزة-مربع مكتبة البلدية العامة ومربع أبو خضرة,GGA0006,INDAS_G027,FGGA0006_E015,غزة, ,2429.16908456,مناطق حصر جديدة,,298.0,618,,,,,2429.1690845592157,278489.7540747313
134,غزة-مربع ملعب فلسطين ومربع برج الشوا والحصري,GGA0008,INDAS_G026,FGGA0008_E018,غزة, ,2247.66613786,قيد الحصر,,,265,,,,سامر وهبة,2247.666137864669,214028.86355197206
135,غزة-الرمال الشمالي-مربع فلسطين,GGA0008,INDAS_G003,FGGA0008_E008,غزة,المنطقة بين شارع الجلاء مفترق الغفري الى محطة البربري وبين شارع النصر من مسجد الحبيب محمد الى محلات البسمة,1723.58057817,قيد الحصر,88.0,216.0,583,41.0,1.0,2.0,سامر وهبة,1723.5805781670815,176276.17674503764
136,غزة-الرمال الشمالي-مربع فلسطين,GGA0008,INDAS_G003,FGGA0008_E010,غزة,المنطقة بين شارع الجلاء مفترق الغفري الى محطة البربري وبين شارع النصر من مسجد الحبيب محمد الى محلات البسمة,1917.88845255,قيد الحصر,,,26,,1.0,2.0,سامر وهبة,1917.8884525476883,208760.3270706234
137,غزة-الرمال الشمالي-مربع فلسطين,GGA0008,INDAS_G003,FGGA0008_E007,غزة,المنطقة بين شارع الجلاء مفترق الغفري الى محطة البربري وبين شارع النصر من مسجد الحبيب محمد الى محلات البسمة,1711.88243846,تم الانتهاء,209.0,224.0,520,93.0,,,سامر وهبة,1711.8824384638856,173286.51062993257
138,غزة-مربع أبراج المقوسي وأبراج المخابرات,GGA0009,INDAS_G008,FGGA0009_E015,غزة, ,2119.61998392,مناطق حصر جديدة,,337.0,948,,,,,2119.6199839182614,244741.7094290507
139,غزة-مربع أبراج الفيروز ومربع برج نجم,GGA0010,INDAS_G011,FGGA0010_E007,غزة, ,1788.04292541,مناطق حصر جديدة,,196.0,803,,,,,1788.0429254148316,176798.94544427862
140,غزة-مربع أبراج الفيروز ومربع برج نجم,GGA0010,INDAS_G011,FGGA0010_E008,غزة, ,1735.93288342,مناطق حصر جديدة,,185.0,928,,,,,1735.9328834184175,159406.70111874407
141,غزة-مربع أبراج الفيروز ومربع برج نجم,GGA0010,INDAS_G011,FGGA0010_E009,غزة, ,1928.59691637,مناطق حصر جديدة,,183.0,858,,,,,1928.5969163747882,172827.6961290834
142,غزة-مربع جامعة القدس المفتوحة,GGA0010,INDAS_G054,FGGA0010_E010,غزة, ,2420.98286819,مناطق حصر جديدة,,242.0,746,,,,,2420.982868187729,190490.20705808557
143,غزة-الزيتون-مربع مسجد علي بن ابي طالب ومنطقة السموني,GZA0004,INDAS_G047,FGZA0004_E008,غزة, ,2849.76423169,مناطق حصر جديدة,,84.0,83,,,,,2849.7642316884844,295748.1856989569
144,غزة-الزيتون-مربع مسجد علي بن ابي طالب ومنطقة السموني,GZA0004,INDAS_G047,FGZA0004_E009,غزة, ,2194.51223554,مناطق حصر جديدة,,243.0,430,,,,,2194.512235539784,219048.0684557038
145,غزة-الزيتون-مربع مسجد علي بن ابي طالب ومنطقة السموني,GZA0004,INDAS_G047,FGZA0004_E010,غزة, ,2783.193128,مناطق حصر جديدة,,170.0,125,,,,,2783.1931279970527,352941.4103511576
146,غزة-مربع النديم,GGA0002,INDAS_G044,FGGA0002_E008,غزة, ,2412.93102466,مناطق حصر جديدة,272.0,318.0,663,,,,,2412.9310246579394,274329.86682732427
147,غزة-مربع النديم,GGA0002,INDAS_G044,FGGA0002_E009,غزة, ,1779.31408023,مناطق حصر جديدة,131.0,283.0,506,,,,,1779.3140802343728,185730.92887437518
148,غزة-الزيتون مربع الدحدوح والقرية البدوية,GZA0004,INDAS_G046,FGZA0004_E011,غزة, ,3789.63043946,مناطق حصر جديدة,242.0,502.0,487,,,,,3789.630439461483,647806.4667845358
149,غزة-الزيتون مربع الدحدوح والقرية البدوية,GZA0004,INDAS_G046,FGZA0004_E012,غزة, ,3284.20177234,مناطق حصر جديدة,,295.0,490,,,,,3284.20177234255,475296.4436228749
150,غزة-الزيتون مربع الدحدوح والقرية البدوية,GZA0004,INDAS_G046,FGZA0004_E013,غزة, ,3484.90708363,مناطق حصر جديدة,,119.0,62,,,,,3484.9070836304018,628136.9861175318
151,غزة-مربع أبراج تل الهوى,GGA0007,INDAS_G042,FGGA0007_E010,غزة, ,1819.43506996,مناطق حصر جديدة,,164.0,335,,,,,1819.4350699593701,174586.09798188027
152,غزة-مربع أبراج تل الهوى,GGA0007,INDAS_G042,FGGA0007_E011,غزة, ,1676.50674379,مناطق حصر جديدة,,60.0,526,,,,,1676.5067437914895,137842.25126133338
153,غزة-مربع أبراج تل الهوى,GGA0007,INDAS_G042,FGGA0007_E012,غزة, ,1662.21425887,مناطق حصر جديدة,37.0,98.0,904,,,,,1662.2142588701533,132066.714147799
154,غزة-المنطقة الواقعة بين مربع مسجد الشمعة ومربع كشكو,GGA0002,INDAS_G039,FGGA0002_E010,غزة, ,1867.97206834,مناطق حصر جديدة,,185.0,522,,,,,1867.9720683432358,97337.78399228699
155,غزة-المنطقة الواقعة بين مربع مسجد الشمعة ومربع كشكو,GGA0002,INDAS_G039,FGGA0002_E011,غزة, ,2325.68390233,مناطق حصر جديدة,,306.0,767,,,,,2325.68390232619,177399.82125699977
156,غزة-مربع البرهام,GGA0002,INDAS_G038,FGGA0002_E012,غزة, ,1916.15153867,مناطق حصر جديدة,67.0,403.0,1031,,,,,1916.1515386709382,188819.02567497574
157,غزة-مربع سوق فراس ومستشفى المعمداني,GGA0002,INDAS_G030,FGGA0002_E013,غزة, ,2136.55820694,مناطق حصر جديدة,,265.0,614,,,,,2136.5582069435413,218651.522980326
158,غزة-مربع عسقولة,GGA0002,INDAS_G037,FGGA0002_E014,غزة, ,1271.7757399,مناطق حصر جديدة,52.0,192.0,416,,,,,1271.7757399046784,66306.7327351048
159,غزة-مربع عسقولة,GGA0002,INDAS_G037,FGGA0002_E015,غزة, ,2011.1761721,مناطق حصر جديدة,155.0,256.0,614,,,,,2011.1761721022185,126505.42614791806
160,غزة-مربع عسقولة,GGA0002,INDAS_G037,FGGA0002_E016,غزة, ,1483.28546903,مناطق حصر جديدة,52.0,105.0,269,,,,,1483.285469033521,76675.07549940424
161,غزة-مربع عمو عماد ومربع مركز صحي الصبرة,GGA0002,INDAS_G036,FGGA0002_E017,غزة, ,1397.53332669,مناطق حصر جديدة,,138.0,389,,,,,1397.533326686557,87450.8652994906
