OBJECTID,Name,Area_Code,Work_ID,zone_code,Gov,Address,Shape_Leng,حالة الحصر,المباني المنجزة,إجمالي المباني,عدد الوحدات,نسبة الإنجاز %,عدد الفرق,عدد المهندسين,آخر تحديث بواسطة,Shape_Length,Shape_Area
98,خانيونس-البركة,KKY0007,INDAS_K003,FKKY0007_E007,خانيونس, ,5427.140556,مناطق حصر جديدة,,92,69,,,,,5427.140556,1436752.168
99,الوسطى-دير البلح-مربع المشاعلة الشرقي ومربع مسجد البركة,MDB0003,INDAS_M011,FMDB0003_E008,الوسطى, ,3242.276681,مناطق حصر جديدة,0,247,191,,,,,3242.276681,651410.3398
100,غزة-مربع جامعة القدس المفتوحة,GGA0010,INDAS_G054,FGGA0010_E006,غزة, ,2442.901283,مناطق حصر جديدة,39,285,1227,,,,,2442.901283,253882.7835
101,الشمال-الكرامة,NJA0005,INDAS_N002,FNJA0005_E012,الشمال,مربع ليالينا ومربع مبنى السفينة,2349.636943,مناطق حصر جديدة,,,603,,,,,2349.636943,274689.5518
102,مربع مدرسة عوني الحرثاني و مصنع أبو حمرة,NJA0005,INDAS_N003,FNJA0005_E013,الشمال, ,1731.608834,مناطق حصر جديدة,33,164,564,,,,,1731.608834,107500.7841
103,مربع مدرسة عوني الحرثاني و مصنع أبو حمرة,NJA0005,INDAS_N003,FNJA0005_E014,الشمال, ,1746.081659,مناطق حصر جديدة,9,123,339,,,,جنين  ريان,1746.081659,153140.0419
104,مربع أبراج الكرامة ومربع مسجد عيسى مراد,NJA0005,INDAS_N004,FNJA0005_E015,الشمال, ,1976.735935,مناطق حصر جديدة,27,161,828,,,,,1976.735935,170269.7056
109,الشمال-عباد الرحمن-مربع مدرسة أسامة بن زيد,NJA0005,INDAS_N005,FNJA0005_E020,الشمال, ,1589.941704,مناطق حصر جديدة,3,173,259,,,,,1589.941704,74855.90763
117,غزة-مربع مستشفى العيون ومدرسة النصر,GGA0009,INDAS_G012,FGGA0009_E010,غزة, ,1358.049522,مناطق حصر جديدة,146,151,526,,,,,1358.049522,107135.0565
118,غزة-مربع مستشفى العيون ومدرسة النصر,GGA0009,INDAS_G012,FGGA0009_E011,غزة, ,1317.280179,مناطق حصر جديدة,0,123,216,,,,,1317.280179,101279.7137
123,غزة-مربع عزبة عبد العال,GGA0005,INDAS_G014,FGGA0005_E007,غزة, ,1495.571036,مناطق حصر جديدة,62,183,525,,,,,1495.571036,119107.773
124,غزة-مربع نادي الهلال الرياضي,GGA0005,INDAS_G015,FGGA0005_E008,غزة, ,1812.798673,مناطق حصر جديدة,,283,769,,,,,1812.798673,148936.0805
125,غزة-مربع الزهارنة ومربع المشاهرة,GGA0005,INDAS_G020,FGGA0005_E009,غزة, ,2227.091386,مناطق حصر جديدة,,356,620,,,,,2227.091386,277739.0354
126,غزة-مربع مدرسة موسى بن نصير,GGA0005,INDAS_G050,FGGA0005_E010,غزة, ,1653.239426,مناطق حصر جديدة,,209,450,,,,,1653.239426,138925.8024
127,غزة-مربع مدرسة موسى بن نصير,GGA0005,INDAS_G050,FGGA0005_E011,غزة, ,1081.873492,مناطق حصر جديدة,,62,177,,,,,1081.873492,51010.68839
128,غزة-مربع مدرسة موسى بن نصير,GGA0005,INDAS_G050,FGGA0005_E012,غزة, ,979.5466293,مناطق حصر جديدة,,96,354,,,,,979.5466293,54735.75914
129,غزة-مربع فهمي الجرجاوي والفواخير,GGA0006,INDAS_G029,FGGA0006_E011,غزة, ,921.8823239,مناطق حصر جديدة,,132,302,,,,,921.8823239,43729.05297
130,غزة-مربع فهمي الجرجاوي والفواخير,GGA0006,INDAS_G029,FGGA0006_E012,غزة, ,1750.40738,مناطق حصر جديدة,,275,822,,,,,1750.40738,157918.9488
131,غزة-مربع فهمي الجرجاوي والفواخير,GGA0006,INDAS_G029,FGGA0006_E013,غزة, ,1692.111735,مناطق حصر جديدة,,168,621,,,,,1692.111735,156505.2674
132,غزة-مربع مكتبة البلدية العامة ومربع أبو خضرة,GGA0006,INDAS_G027,FGGA0006_E014,غزة, ,2950.479367,مناطق حصر جديدة,,292,1578,,,,,2950.479367,341044.3791
133,غزة-مربع مكتبة البلدية العامة ومربع أبو خضرة,GGA0006,INDAS_G027,FGGA0006_E015,غزة, ,2429.169085,مناطق حصر جديدة,,298,618,,,,,2429.169085,278489.7541
138,غزة-مربع أبراج المقوسي وأبراج المخابرات,GGA0009,INDAS_G008,FGGA0009_E015,غزة, ,2119.619984,مناطق حصر جديدة,,337,948,,,,,2119.619984,244741.7094
139,غزة-مربع أبراج الفيروز ومربع برج نجم,GGA0010,INDAS_G011,FGGA0010_E007,غزة, ,1788.042925,مناطق حصر جديدة,,196,803,,,,,1788.042925,176798.9454
140,غزة-مربع أبراج الفيروز ومربع برج نجم,GGA0010,INDAS_G011,FGGA0010_E008,غزة, ,1735.932883,مناطق حصر جديدة,,185,928,,,,,1735.932883,159406.7011
141,غزة-مربع أبراج الفيروز ومربع برج نجم,GGA0010,INDAS_G011,FGGA0010_E009,غزة, ,1928.596916,مناطق حصر جديدة,,183,858,,,,,1928.596916,172827.6961
142,غزة-مربع جامعة القدس المفتوحة,GGA0010,INDAS_G054,FGGA0010_E010,غزة, ,2420.982868,مناطق حصر جديدة,,242,746,,,,,2420.982868,190490.2071
143,غزة-الزيتون-مربع مسجد علي بن ابي طالب ومنطقة السموني,GZA0004,INDAS_G047,FGZA0004_E008,غزة, ,2849.764232,مناطق حصر جديدة,,84,83,,,,,2849.764232,295748.1857
144,غزة-الزيتون-مربع مسجد علي بن ابي طالب ومنطقة السموني,GZA0004,INDAS_G047,FGZA0004_E009,غزة, ,2194.512236,مناطق حصر جديدة,,243,430,,,,,2194.512236,219048.0685
145,غزة-الزيتون-مربع مسجد علي بن ابي طالب ومنطقة السموني,GZA0004,INDAS_G047,FGZA0004_E010,غزة, ,2783.193128,مناطق حصر جديدة,,170,125,,,,,2783.193128,352941.4104
146,غزة-مربع النديم,GGA0002,INDAS_G044,FGGA0002_E008,غزة, ,2412.931025,مناطق حصر جديدة,272,318,663,,,,,2412.931025,274329.8668
147,غزة-مربع النديم,GGA0002,INDAS_G044,FGGA0002_E009,غزة, ,1779.31408,مناطق حصر جديدة,131,283,506,,,,,1779.31408,185730.9289
148,غزة-الزيتون مربع الدحدوح والقرية البدوية,GZA0004,INDAS_G046,FGZA0004_E011,غزة, ,3789.630439,مناطق حصر جديدة,242,502,487,,,,,3789.630439,647806.4668
149,غزة-الزيتون مربع الدحدوح والقرية البدوية,GZA0004,INDAS_G046,FGZA0004_E012,غزة, ,3284.201772,مناطق حصر جديدة,,295,490,,,,,3284.201772,475296.4436
150,غزة-الزيتون مربع الدحدوح والقرية البدوية,GZA0004,INDAS_G046,FGZA0004_E013,غزة, ,3484.907084,مناطق حصر جديدة,,119,62,,,,,3484.907084,628136.9861
151,غزة-مربع أبراج تل الهوى,GGA0007,INDAS_G042,FGGA0007_E010,غزة, ,1819.43507,مناطق حصر جديدة,,164,335,,,,,1819.43507,174586.098
152,غزة-مربع أبراج تل الهوى,GGA0007,INDAS_G042,FGGA0007_E011,غزة, ,1676.506744,مناطق حصر جديدة,,60,526,,,,,1676.506744,137842.2513
153,غزة-مربع أبراج تل الهوى,GGA0007,INDAS_G042,FGGA0007_E012,غزة, ,1662.214259,مناطق حصر جديدة,37,98,904,,,,,1662.214259,132066.7141
154,غزة-المنطقة الواقعة بين مربع مسجد الشمعة ومربع كشكو,GGA0002,INDAS_G039,FGGA0002_E010,غزة, ,1867.972068,مناطق حصر جديدة,,185,522,,,,,1867.972068,97337.78399
155,غزة-المنطقة الواقعة بين مربع مسجد الشمعة ومربع كشكو,GGA0002,INDAS_G039,FGGA0002_E011,غزة, ,2325.683902,مناطق حصر جديدة,,306,767,,,,,2325.683902,177399.8213
156,غزة-مربع البرهام,GGA0002,INDAS_G038,FGGA0002_E012,غزة, ,1916.151539,مناطق حصر جديدة,67,403,1031,,,,,1916.151539,188819.0257
157,غزة-مربع سوق فراس ومستشفى المعمداني,GGA0002,INDAS_G030,FGGA0002_E013,غزة, ,2136.558207,مناطق حصر جديدة,,265,614,,,,,2136.558207,218651.523
158,غزة-مربع عسقولة,GGA0002,INDAS_G037,FGGA0002_E014,غزة, ,1271.77574,مناطق حصر جديدة,52,192,416,,,,,1271.77574,66306.73274
159,غزة-مربع عسقولة,GGA0002,INDAS_G037,FGGA0002_E015,غزة, ,2011.176172,مناطق حصر جديدة,155,256,614,,,,,2011.176172,126505.4261
160,غزة-مربع عسقولة,GGA0002,INDAS_G037,FGGA0002_E016,غزة, ,1483.285469,مناطق حصر جديدة,52,105,269,,,,,1483.285469,76675.0755
161,غزة-مربع عمو عماد ومربع مركز صحي الصبرة,GGA0002,INDAS_G036,FGGA0002_E017,غزة, ,1397.533327,مناطق حصر جديدة,,138,389,,,,,1397.533327,87450.8653
162,غزة-مربع عمو عماد ومربع مركز صحي الصبرة,GGA0002,INDAS_G036,FGGA0002_E018,غزة, ,1848.632314,مناطق حصر جديدة,81,239,576,,,,,1848.632314,145764.6629
163,غزة-مربع عبدالله عزام وبيارة الدهشان,GGA0006,INDAS_G035,FGGA0006_E016,غزة, ,2069.637052,مناطق حصر جديدة,103,258,513,,,,,2069.637052,160944.8559
164,غزة-مربع عبدالله عزام وبيارة الدهشان,GGA0006,INDAS_G035,FGGA0006_E017,غزة, ,1764.389933,مناطق حصر جديدة,95,345,961,,,,,1764.389933,171884.2098
170,غزة-مربع شملخ ومسجد مصعب بن عمير,GZA0004,INDAS_G045,FGZA0004_E014,غزة, ,3300.215309,مناطق حصر جديدة,,167,484,,,,,3300.215309,293093.5886
171,غزة-مربع مجلس الوزراء,GGA0007,INDAS_G040,FGGA0007_E013,غزة, ,2585.6132,مناطق حصر جديدة,,11,0,,,,,2585.6132,181286.6405
172,غزة-مربع مجلس الوزراء,GGA0007,INDAS_G040,FGGA0007_E014,غزة, ,2212.539372,مناطق حصر جديدة,,170,347,,,,,2212.539372,260224.8363
174,غزة-مربع أنصار وعزبة الحمامية,GGA0007,INDAS_G031,FGGA0007_E016,غزة, ,3322.192057,مناطق حصر جديدة,,28,0,,,,,3322.192057,336158.1224
175,غزة-مربع أنصار وعزبة الحمامية,GGA0007,INDAS_G031,FGGA0007_E017,غزة, ,2346.640535,مناطق حصر جديدة,,190,1129,,,,,2346.640535,266961.2466
178,غزة-مربع الجامعات ومربع الاذاعة والتلفزيون القديم,GGA0007,INDAS_G033,FGGA0007_E020,غزة, ,2013.798679,مناطق حصر جديدة,,,49,,,,,2013.798679,178655.0006
181,غزة-مربع الميناء,GGA0008,INDAS_G022,FGGA0008_E021,غزة, ,1123.875422,مناطق حصر جديدة,,110,202,,,,,1123.875422,84004.60259
182,غزة-مربع أبو حصيرة,GGA0008,INDAS_G021,FGGA0008_E022,غزة, ,1521.843425,مناطق حصر جديدة,,243,625,,,,,1521.843425,142252.6087
183,غزة-مخيم الشاطئ-مربع المسجد الغربي ومسجد التوحيد,GGA0010,INDAS_G017,FGGA0010_E011,غزة, ,2268.035816,مناطق حصر جديدة,,286,581,,,,,2268.035816,161832.1127
184,غزة-مخيم الشاطئ-مربع المسجد الغربي ومسجد التوحيد,GGA0010,INDAS_G017,FGGA0010_E012,غزة, ,1409.116606,مناطق حصر جديدة,,475,888,,,,,1409.116606,112628.1048
185,غزة-شرق مخيم الشاطئ,GGA0010,INDAS_G018,FGGA0010_E013,غزة, ,1836.772975,مناطق حصر جديدة,,467,1109,,,,,1836.772975,132451.4008
186,غزة-شرق مخيم الشاطئ,GGA0010,INDAS_G018,FGGA0010_E014,غزة, ,1617.703569,مناطق حصر جديدة,,442,1116,,,,,1617.703569,139587.7908
187,غزة-البلاخية,GGA0010,INDAS_G016,FGGA0010_E015,غزة, ,1363.471796,مناطق حصر جديدة,,129,476,,,,,1363.471796,91286.35456
188,غزة-الشاطئ الشمالي,GGA0010,INDAS_G007,FGGA0010_E016,غزة, ,1582.754217,مناطق حصر جديدة,,344,663,,,,,1582.754217,95462.74894
189,غزة-الشاطئ الشمالي,GGA0010,INDAS_G007,FGGA0010_E017,غزة, ,2011.755171,مناطق حصر جديدة,,443,1001,,,,,2011.755171,136213.4422
190,غزة-الشاطئ الشمالي,GGA0010,INDAS_G007,FGGA0010_E018,غزة, ,1696.188496,مناطق حصر جديدة,,400,790,,,,,1696.188496,131942.7496
191,غزة-مربع عايدية ومربع كرم مصلحة,GGA0008,INDAS_G019,FGGA0008_E023,غزة, ,2056.982284,مناطق حصر جديدة,,294,910,,,,,2056.982284,200563.5517
200,غزة-مربع الخدمة العامة والقصاصين,GGA0006,INDAS_G028,FGGA0006_E021,غزة, ,1994.520979,مناطق حصر جديدة,,,711,,,,,1994.520979,211607.1453
201,غزة-مدينة الزهراء,GZA0004,INDAS_G006,FGZA0004_E001,غزة,المنطقة بين قصر العدل ومجمع السلامة الطبي  الى شارع الرشيد,2706.517442,مناطق حصر جديدة,,138,1369,,,,,2706.517442,398637.0013
202,غزة-منطقة أبو مدين ومنطقة عزبة الحمامية,GZA0004,INDAS_G049,FGZA0004_E015,غزة, ,6821.022021,مناطق حصر جديدة,,460,513,,,,,6821.022021,1217051.205
204,الوسطى-النصيرات-مربع أراضي (أبو غولة-أبو مهادي-اللوح-أبو زكري),MNU0002,INDAS_M002,FMNU0002_E014,الوسطى, ,4482.083676,مناطق حصر جديدة,0,419,620,,,,,4482.083676,887358.4599
205,الوسطى-النصيرات-المنطقة الواقعة من أرض المصنع الى أبراج عين جالوت,MNU0002,INDAS_M009,FMNU0002_E015,الوسطى, ,3291.159334,مناطق حصر جديدة,0,347,911,,,,,3291.159334,314420.5564
206,الوسطى-النصيرات-المنطقة الواقعة من أرض المصنع الى أبراج عين جالوت,MNU0002,INDAS_M009,FMNU0002_E016,الوسطى, ,2642.389128,مناطق حصر جديدة,0,220,252,,,,,2642.389128,357235.2236
207, H الوسطى-النصيرات-منطقة بيارة أبو سليم الشرقية وبلوك,MNU0002,INDAS_M008,FMNU0002_E017,الوسطى, ,1825.213114,مناطق حصر جديدة,0,216,446,,,,,1825.213114,194954.9064
208, H الوسطى-النصيرات-منطقة بيارة أبو سليم الشرقية وبلوك,MNU0002,INDAS_M008,FMNU0002_E018,الوسطى, ,2634.959161,مناطق حصر جديدة,0,372,876,,,,,2634.959161,191063.401
209,الوسطى-النصيرات-مربع أرض أبو مراحيل ومخيم 1 ومربع مسجد الفرج,MNU0002,INDAS_M007,FMNU0002_E019,الوسطى, ,1582.568188,مناطق حصر جديدة,0,205,523,,,,,1582.568188,109531.4815
210,الوسطى-النصيرات-مربع أرض أبو مراحيل ومخيم 1 ومربع مسجد الفرج,MNU0002,INDAS_M007,FMNU0002_E020,الوسطى, ,1620.916778,مناطق حصر جديدة,0,112,201,,,,,1620.916778,123880.7988
211,الوسطى-النصيرات-مربع أرض أبو مراحيل ومخيم 1 ومربع مسجد الفرج,MNU0002,INDAS_M007,FMNU0002_E021,الوسطى, ,1235.937808,مناطق حصر جديدة,0,187,459,,,,,1235.937808,78027.68314
212,الوسطى-النصيرات-مربع أرض الدعوة و المحكمة الشرعية,MNU0002,INDAS_M004,FMNU0002_E022,الوسطى, ,2083.930442,مناطق حصر جديدة,0,336,1055,,,,,2083.930442,190970.8738
215,الوسطى-النصيرات-مربع أراضي (مطر والحرثاني وأبو عريبان),MNU0002,INDAS_M006,FMNU0002_E025,الوسطى, ,1311.349894,مناطق حصر جديدة,0,231,806,,,,,1311.349894,106348.7065
219,غزة-المغراقة,GZA0004,INDAS_G048,FGZA0004_E016,غزة, ,4146.731664,مناطق حصر جديدة,,256,139,,,,,4146.731664,812552.0279
220,غزة-المغراقة,GZA0004,INDAS_G048,FGZA0004_E017,غزة, ,4208.984625,مناطق حصر جديدة,,364,305,,,,,4208.984625,867624.6932
221,غزة-المغراقة,GZA0004,INDAS_G048,FGZA0004_E018,غزة, ,3495.851708,مناطق حصر جديدة,,392,399,,,,,3495.851708,614421.7181
222,غزة-المغراقة,GZA0004,INDAS_G048,FGZA0004_E019,غزة, ,4922.350994,مناطق حصر جديدة,,329,424,,,,,4922.350994,757234.3173
223,الوسطى-دير البلح-مربع المشاعلة الغربي ومربع صالة سونستا للأفراح,MDB0003,INDAS_M010,FMDB0003_E009,الوسطى, ,3429.573878,مناطق حصر جديدة,74,195,160,,,,,3429.573878,690718.6139
224,الوسطى-دير البلح-مربع المشاعلة الشرقي ومربع مسجد البركة,MDB0003,INDAS_M011,FMDB0003_E010,الوسطى, ,3665.422213,مناطق حصر جديدة,131,291,300,,,,,3665.422213,609436.8659
225,الوسطى-دير البلح-مربع مسجد الأبرار,MDB0003,INDAS_M012,FMDB0003_E011,الوسطى, ,3712.815026,مناطق حصر جديدة,,506,395,,,,,3712.815026,774526.7849
226,الوسطى-دير البلح-مربع أم ظهير ومسجد الرياطي,MDB0003,INDAS_M015,FMDB0003_E012,الوسطى, ,4533.352319,مناطق حصر جديدة,95,369,291,,,,,4533.352319,1152279.836
228,الوسطى-دير البلح-مربع بوبع أرض القدرة وأبو هولي (الجعفراوي الغربي),MDB0003,INDAS_M014,FMDB0003_E013,الوسطى, ,3622.190153,مناطق حصر جديدة,,410,315,,,,,3622.190153,748028.4494
229,الوسطى-وادي السلقا-مربع الجعفراوي ومربع حارة السعايدة والشرطة,MDB0003,INDAS_M016,FMDB0003_E014,الوسطى, ,4241.872358,مناطق حصر جديدة,,366,212,,,,,4241.872358,839008.25
230,خانيونس-مربع أبراج الفرا والمنطقة المقابر,KKY0006,INDAS_K024,FKKY0006_E016,خانيونس, ,3143.227322,مناطق حصر جديدة,,370,577,,,,,3143.227322,281335.0823
232,خانيونس-البلد,KKY0006,INDAS_K002,FKKY0006_E007,خانيونس,حانيونس البلد المنطقة الواقعة جنوب شارع البحر وشرق منتزة البلدية,1304.592465,مناطق حصر جديدة,,,509,,,,,1304.592465,83276.93591
235,خانيونس-مربع مركز المدينة 2 ومربع حارة الشاعر ومدرسة عبد الرحمن الأغا,KKY0004,INDAS_K023,FKKY0004_E003,خانيونس, ,2378.238777,مناطق حصر جديدة,,,1073,,,,,2378.238777,242881.3765
236,خانيونس-مربع مركز المدينة 1,KKY0004,INDAS_K020,FKKY0004_E004,خانيونس, ,1531.262276,مناطق حصر جديدة,,210,600,,,,,1531.262276,111592.7738
237,خانيونس-المنطقة الواقعة بين مربع حارة المجايدة وحسني ومربع السيقلي والقسام,KKY0006,INDAS_K019,FKKY0006_E018,خانيونس, ,1484.151738,مناطق حصر جديدة,,,521,,,,,1484.151738,128248.4949
238,خانيونس-مربع شارع الترنس ومربع شارع القدرة,KKY0006,INDAS_K016,FKKY0006_E019,خانيونس, ,1217.895955,مناطق حصر جديدة,,126,459,,,,,1217.895955,63281.05109
239,خانيونس-المعسكر-مربع عيادة وكالة الظهرة ومربع بركة,KKY0007,INDAS_K017,FKKY0007_E008,خانيونس, ,1336.618601,مناطق حصر جديدة,,329,623,,,,,1336.618601,109202.138
240,خانيونس-المعسكر-مربع عيادة وكالة الظهرة ومربع بركة,KKY0007,INDAS_K017,FKKY0007_E009,خانيونس, ,1186.67448,مناطق حصر جديدة,,162,604,,,,,1186.67448,77718.42749
241,خانيونس-مربع مستشفى ناصر وأبراج النمساوي ومربع حارة المجادلة,KKY0007,INDAS_K021,FKKY0007_E010,خانيونس, ,2522.474853,مناطق حصر جديدة,,,579,,,,,2522.474853,264744.1997
242,خانيونس-المعسكر-مربع الهلال الأحمر ومربع المدارس,KKY0006,INDAS_K018,FKKY0006_E020,خانيونس, ,2239.29141,مناطق حصر جديدة,,,1268,,,,,2239.29141,204813.2019
243,خانيونس-مربع مسجد أبو بكر الصديق,KKY0006,INDAS_K012,FKKY0006_E021,خانيونس, ,2234.697,مناطق حصر جديدة,,373,846,,,,,2234.697,288017.7165
244,خانيونس-مربع المحطة,KBS0002,INDAS_K014,FKBS0002_E003,خانيونس, ,2136.058666,مناطق حصر جديدة,,299,548,,,,,2136.058666,257142.0263
245,خانيونس-مربع المحطة,KBS0002,INDAS_K014,FKBS0002_E004,خانيونس, ,1923.993381,مناطق حصر جديدة,,248,285,,,,,1923.993381,166232.0374
246,خانيونس-المنطقة الواقعة بين كلية تدريب خانيونس والحي الياباني وحس البراق والاماراتي2,KKY0007,INDAS_K009,FKKY0007_E011,خانيونس, ,2609.695135,مناطق حصر جديدة,,,242,,,,,2609.695135,305237.8687
247,خانيونس-مربع المشروع الهولندي والاماراتي1,KKY0007,INDAS_K010,FKKY0007_E012,خانيونس, ,1450.524383,مناطق حصر جديدة,,164,261,,,,,1450.524383,105216.5802
250,خانيونس-مربع بركة حي الأمل والعرايشية مربع مسجد حسن البنا,KKY0006,INDAS_K011,FKKY0006_E022,خانيونس, ,1278.78027,مناطق حصر جديدة,,138,313,,,,,1278.78027,87467.57933
251,خانيونس-مربع مسجد الكتيبة ومربع الربوات العربية,KBS0002,INDAS_K013,FKBS0002_E005,خانيونس, ,3437.636957,مناطق حصر جديدة,,,625,,,,,3437.636957,408908.8838
252,خانيونس-مربع مدرسة عيد الأغا وصالة بانوراما ومربع مسجد العباسي,KQA0001,INDAS_K008,FKQA0001_E004,خانيونس, ,4104.419426,مناطق حصر جديدة,,413,413,,,,,4104.419426,738468.6271
253,خانيونس-مربع مدرسة عيد الأغا وصالة بانوراما ومربع مسجد العباسي,KQA0001,INDAS_K008,FKQA0001_E005,خانيونس, ,3952.342448,مناطق حصر جديدة,,375,383,,,,,3952.342448,729518.0772
254,خانيونس-مربع محطة الأغا ومربع محطة عودة,KQA0001,INDAS_K007,FKQA0001_E006,خانيونس, ,4992.624967,مناطق حصر جديدة,,369,390,,,,,4992.624967,791720.7475
255,خانيونس-المواصي-مربع محطة الأسطل للبترول,KKY0007,INDAS_K004,FKKY0007_E013,خانيونس, ,4999.646313,مناطق حصر جديدة,,318,198,,,,,4999.646313,1161951.869
256,خانيونس-البركة,KKY0007,INDAS_K003,FKKY0007_E014,خانيونس, ,5036.581632,مناطق حصر جديدة,,156,86,,,,,5036.581632,1131679.557
257,خانيونس-مربع إسكان الياباني,KKY0007,INDAS_K005,FKKY0007_E015,خانيونس, ,6426.371114,مناطق حصر جديدة,,36,14,,,,,6426.371114,1625124.86
260,غزة-مربع عبدالله عزام وبيارة الدهشان,GGA0006,INDAS_G035,FGGA0006_E022,غزة, ,1404.017644,مناطق حصر جديدة,,254,923,,,,,1404.017644,97217.08509
261,غزة-مربع مسجد الكنز,GGA0008,INDAS_G025,FGGA0008_E024,غزة, ,1792.598815,مناطق حصر جديدة,0,148,575,,,,,1792.598815,175253.3793
263,الوسطى-النصيرات-مربع أراضي (مطر والحرثاني وأبو عريبان),MNU0002,INDAS_M006,FMNU0002_E027,الوسطى, ,1313.420333,مناطق حصر جديدة,62,128,509,,,,,1313.420333,105088.0742
264,خانيونس-مربع مدينة حمد,KQA0001,INDAS_K006,FKQA0001_E007,خانيونس, ,1946.692819,مناطق حصر جديدة,,,129,,,,,1946.692819,162580.1362
